longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1873318,The Difficulties and Achievements of China's Ecological Environment Construction: 1949-2019,"China's ecological environment construction has undergone three phases, i.e. the agriculture-based development phase with low productivity not long after the founding of the People's Republic of China (P.R.C.), the industrial development phase after the adoption of reform and opening-up policy, and the phase toward ecological civilization, each of which has its own features, challenges, responsive measures and achievements. From the year 1949 to the adoption of reform and opening up policy, the Chinese society was characterized by farming culture on the whole, facing problems such as frequent natural disasters, shortage in food production and low urbanization level. To jump out of the Malthusian Trap, the founders of the P.R.C. led people to prevent floods by water control, water conservancy projects and reclamation of wasteland, which alleviated but did not solve the problems because China still suffered poverty and backwardness, and failed to shake off the Malthusian Curse. After the adoption of the reform and opening-up policy, the rapid progress in industrialization and urbanization has liberated farmers from land and greatly improved labor productivity; meanwhile, some lands were released from farmers' hand, which not only made the value of land resources much higher but also enabled land rehabilitation and ecological self-restoration. Although rapid industrialization and urbanization enormously boosted productive forces and accumulated immense amount of material wealth, but since the beginning of the 21st century, China's development has been drawn near to the ecological red line, environmental threshold and resources upper limit of industrial development, constantly challenged by sustainable development. After 2010, China has initiated the transformation to ecological civilization, featuring ecological protection, pollution control and resource conservation, aiming to promote the harmonious development between man and nature.",20191201,"Pan, Jiahua",Journal Article,Journal Article,December 2019,true,Chinese Journal of Urban and Environmental Studies,"Economic History: Agriculture, Natural Resources, Environment, and Extractive Industries: Asia including Middle East ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Socialist Systems and Transitional Economies: Planning, Coordination, and Reform ; Collectives; Communes; Agriculture ; Agriculture: General ; Ecological Economics: Ecosystem Services; Biodiversity Conservation; Bioeconomics; Industrial Ecology",JOUR,,,2345-7481 ; 2345-752X,,,,,eng,World Scientific Publishing Company,,,,7,4,,,,,https://research.ebsco.com/plink/65296ac1-8c7f-3355-b5e9-e122a212ecc0,,,,
EconLit with Full Text,eoh,EP27968594,Productivity in Malagasy rice systems: wealth-differentiated constraints and priorities.,"This study explores the constraints on agricultural productivity and priorities in boosting productivity in rice, the main staple in Madagascar, using a range of different data sets and analytical methods, integrating qualitative assessments by farmers and quantitative evidence from panel data production function analysis and willingness-to-pay estimates for chemical fertilizer. Nationwide, farmers seek primarily labor productivity enhancing interventions, e.g., improved access to agricultural equipment, cattle, and irrigation. Shock mitigation measures, land productivity increasing technologies, and improved land tenure are reported to be much less important. Research and interventions aimed at reducing costs and price volatility within the fertilizer supply chain might help at least the more accessible regions to more readily adopt chemical fertilizer.",20070702,"Minten, Bart ; Randrianarisoa, Jean-Claude ; Barrett, Christopher B.",Article,Academic Journal,Jul2007 Supplement 1,true,Agricultural Economics,,JOUR,,,0169-5150,,,,,eng,Wiley-Blackwell,237,225,13,37,,10.1111/j.1574-0862.2007.00247.x,,,,https://research.ebsco.com/plink/f3959c78-f35b-36ca-9695-5ac3d6a9618f,,,,
EconLit with Full Text,eoh,1662760,"The Economics of International Immigration: Environment, Unemployment, the Wage Gap, and Economic Welfare","Examines the economic effects of immigration on a host country, the role of labor unions and voluntary unemployment, transboundary environmental pollution, and recent trends in economic migration. Discusses permanent migrants and cross-border workers--the effects on the host country; legal migration and illegal migration--the effectiveness of qualitative and quantitative restriction policies; international immigration and economic welfare in an efficiency wage model--the coexistence case of both legal and illegal foreign workers; temporary and permanent immigration under unionization; the frequency of migration and optimal restriction policies; transboundary pollution and international migration; transboundary pollution and brain-drain migration; pollution abatement equipment and international migration; unemployment, environmental policy, and international migration; renewable resources, environmental pollution, and international migration; international integration with heterogeneous immigration policies; emigration, immigration, and skill formation--the case of a midstream country; and whether the economic partnership agreements can help the developed country with a decreasing population. Kondoh is in the School of Economics at Chukyo University. No index.",20170101,"Kondoh, Kenji",Book,Book,2017,,"The Economics of International Immigration: Environment, Unemployment, the Wage Gap, and Economic Welfare","International Migration ; Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination ; Labor Contracts ; Immigration Law ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Renewable Resources and Conservation: General",BOOK,,978-981-10-0091-1 ; 978-981-10-0092-8,,,,,,eng,"New Frontiers in Regional Science: Asian Perspectives, vol. 27. New York: Springer Nature, Springer",243,,,,,,,,,https://research.ebsco.com/plink/c579457f-bfd4-34ca-8ac4-d8cd92e2a85b,,,,
EconLit with Full Text,eoh,1080402,Environmental Tax Reform in an Overlapping-Generations Economy with Involuntary Unemployment,"This report presents an overlapping-generations model in which (1) pollution is generated as a by-product of capital, and (2) employment is rationed by monopolistic trade unions. We consider an environmental tax reform, consisting of a labor tax cut and the introduction of an environmental tax, and investigate whether the reform attains improvements of employment, environmental quality, and the nonenvironmental utility of the employed and the unemployed. It is shown that the reform attains the improvements within a generation but fails to attain them across generations. The reform yields a trade-off between current and future generations in terms of nonenvironmental utility.",20080101,"Ono, Tetsuo",Journal Article,Journal Article,2008,true,Environmental Economics & Policy Studies,General Aggregative Models: Neoclassical ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Environmental Economics: Government Policy,JOUR,,,1432-847X ; 1867-383X,,,,,eng,Springer Nature,238,213,26,9,4,,,,,https://research.ebsco.com/plink/209bec80-0572-3d0e-b669-1ba1d8ead527,,,,
EconLit with Full Text,eoh,2050491,Environmental regulation and productivity growth in the euro area: testing the Porter hypothesis,"This paper analyses the impact of changes in environmental regulations on productivity growth at country- and firm-level. We exploit several data sources and the environmental policy stringency index, to evaluate the Porter hypothesis, according to which firms' productivity can benefit from more stringent environmental policies. By using panel local projections, we estimate the regulatory impact over a five-year horizon. The identification of causal impacts of regulatory changes is achieved by the estimation of firms' CO2 emissions via a machine learning algorithm. At country- and firm-level, policy tightening affects high-polluters' productivity negatively and stronger than their less-polluting peers. However, among high-polluting firms, large ones experience positive total factor productivity growth due to easier access to finance and greater innovativeness. Hence, we do not find support for the Porter hypothesis in general. However for technology support policies and firms with the required resources, policy tightening can enhance productivity.",20230101,"Benatti, Nicola ; Groiss, Martin ; Kelly, Petra ; Lopez-Garcia, Paloma",Working Paper,Working Paper,2023,,Environmental regulation and productivity growth in the euro area: testing the Porter hypothesis,Environment and Growth ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy,GEN,,,,,,,,eng,"European Central Bank, Working Paper Series: 2820",,,,,,,,,,https://research.ebsco.com/plink/e58151f6-9bef-3ab8-8843-ebef5b668b3b,,,,
EconLit with Full Text,eoh,1118323,Austerity Policies Called for in Preventing Economic Overheating,"In the 10th Five-Year Plan period, China sustained rapid industrial development, registering remarkable industrial profitability, and doubling industrial profits, taxes, and labor productivity. With significant increases in fixed-asset investments and the rising proportion of heavy and chemical industries, however, China also found product supply and demand tensions exacerbated in such primary industries as energy and raw materials. On the upside, thanks to price escalation and production scale expansion, coal, oil, natural gas, steel, and chemical feedstock industries significantly increased sales and profit margins, contributing to over one-half of China's total industrial profits. On the downside, however, electronic and transportation equipment manufacturing industries suffered drastic profit declines due to raw material price increases and a decrease in product sales. Energy inefficiency became more pronounced because of failures to effectively re-adjust the industrial structure in tandem with energy consumption increases, resulting in inefficient energy utilisation among small to medium-sized enterprises (SMEs). On the environmental front, China registered significant achievements in environmental treatment, with emissions intensity of key pollutants steadily declining. To realize energy conservation and sustain pollution emission targets laid down in the 11th Five-Year Plan, China still faces daunting challenges ahead.",20080301,"Lu, Zheng",Journal Article,Journal Article,March 2008,true,China Economist,"Firm Performance: Size, Diversification, and Scope ; Industrial Policy; Sectoral Planning Methods ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Industrial Policy ; Socialist Systems and Transitional Economies: Planning, Coordination, and Reform ; Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure; Money; Inflation",JOUR,,,1673-8837,,,,,eng,China Economist,46,36,11,,13,,,,,https://research.ebsco.com/plink/f4cc89ba-1e12-3539-915f-7054cbe97e2d,,,,
EconLit with Full Text,eoh,0937984,Economic Growth and the Environment in Transitional China--An Old Topic with New Perspectives,"Following experience elsewhere in the world, China has pinned its hopes for development on industrialisation and China's economy has grown exceptionally fast in the last two decades. But many unintended environmental consequences have been recognised. This paper asks whether there really is a trade-off between economic and environmental performance. This is considered in the context of China's macroeconomic performance as well as in the case study of a Chinese state-owned enterprise (SOE) (Zhengzhou Abrasive Company (ZZAC)). The feature of the paper is that stakeholders' perceptions of the trade-off were considered. Our results indicate that the low economic performance of ZZAC to some extent resulted in its improved environmental performance. However, other factors like investment in pollution abatement, which is also influenced by the economic performance, have had a positive impact. Furthermore, ZZAC is found to have increased its labour productivity level, but is retreating from social commitments. Finally, our results clearly indicate that the characteristics of the stakeholders, as well as their positions in the local economy, make a significant difference to their perception of trade-offs between economic growth and the environment, which will finally affect environmental policy making in China.",20070801,"Zhang, Dongyong ; Kambhampati, Uma ; Morse, Stephen",Journal Article,Journal Article,August 2007,true,Journal of International Development,"Human Capital; Skills; Occupational Choice; Labor Productivity ; Public Enterprises; Public-Private Enterprises ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence ; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure; Money; Inflation ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",JOUR,,,0954-1748 ; 1099-1328,,,,,eng,Wiley-Blackwell,779,765,15,19,6,,,,,https://research.ebsco.com/plink/e6e0adbf-1ab2-3744-a939-f56b7c6acbc7,,,,
EconLit with Full Text,eoh,1679264,Fresh Air Eases Work--The Effect of Air Quality on Individual Investor Activity,"This paper shows that air quality has a significantly negative effect on the likelihood of individual investors to sit down, log in, and trade in their brokerage accounts controlling for investor-, weather-, traffic-, and market-specific factors. In perspective, a one standard deviation increase in fine particulate matter leads to the same reduction in the probability of logging in and trading as a one standard deviation increase in sunshine. We document this effect for low levels of pollution that are commonly found throughout the developed world. As individual investor trading can be a proxy for everyday cognitively-demanding tasks such as office work, our findings suggest that the negative effects of pollution on white-collar work productivity are much more severe than previously thought. To our knowledge, this is the first study to demonstrate a negative impact of pollution on a measure of white-collar productivity at the individual level in a western country.",20170101,"Meyer, Steffen ; Pagel, Michaela",Working Paper,Working Paper,2017,,Fresh Air Eases Work--The Effect of Air Quality on Individual Investor Activity,Household Saving; Personal Finance ; Portfolio Choice; Investment Decisions ; Time Allocation and Labor Supply ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 24048",,,,,,,,,,https://research.ebsco.com/plink/4c485ce9-80df-3446-881c-1d4835b79a50,,,,
EconLit with Full Text,eoh,2050976,"Rising energy prices and productivity: short-run pain, long-term gain?","Soaring energy prices have raised concerns about the risks energy price shocks pose for firms' performance and the green transition. This paper estimates the impacts of energy price changes on firms' productivity as well as their dynamics, distinguishing between the short and medium-to-long term, using historical data. The analysis shows that following an energy price shock, firms adjust down their capacity utilisation, and their productivity declines. The estimates suggest that a 5% increase in energy prices reduces productivity by approximately 0.4% one year later. However, firms may display positive productivity gains in the medium term. Specifically, a shock corresponding to a 10% increase in energy prices is associated with an increase in productivity growth of around 0.9 p.p four years after the shock. These gains are more likely in less energy-intensive sectors, but tend not to materialise for larger shocks. There is some evidence that investment may be the channel behind productivity gains, the latter being larger for firms that had made investments in capital just before the shock.",20230101,"Andre, Christophe ; Costa, Helia ; Demmou, Lilas ; Franco, Guido",Working Paper,Working Paper,2023,,"Rising energy prices and productivity: short-run pain, long-term gain?","Firm Behavior: Empirical Analysis ; Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Energy: General ; Energy: Government Policy ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects",GEN,,,,,,,,eng,"OECD Publishing, OECD Economics Department Working Papers: 1755",,,,,,,,,,https://research.ebsco.com/plink/04ce0ea9-60eb-3f8e-98ce-ea431beabf4b,,,,
EconLit with Full Text,eoh,1807220,Essays on General Equilibrium Impacts of Environmental Regulations on Labor Markets,"Environmental regulations such as carbon taxation and air quality standards can lead to notable improvements in health outcomes and ambient air quality. However, these types of policies may have significant impacts on the labor market, in particular for workers in energy-intensive industries, especially if these workers have acquired specific human capital in those industries. This dissertation focuses on the general equilibrium consequences of environmental regulation on the labor market. Specifically, I examine costly reallocation of workers between sectors, the welfare effects of involuntary unemployment, and the heterogeneous effects of this policy on different types of workers. To this end, I develop a two-sector search model with sectoral human capital accumulation to explore the effects on the labor market of implementing a per unit of energy use carbon tax in the US. I separate the economy into a high-intensive sector ('dirty') and a low-intensive sector ('clean'). I calibrate the model using 2014 U.S. data. I find that a carbon tax increases total unemployment by 0.06 percentage points, decreases the dirty employment rate by 2.1 percent, and increases the clean employment rate by 1.04 percent. Firms in the dirty sector adjust by decreasing the demand for high-skilled workers and increasing the number of vacancies in the low-skilled market.",20190501,"Fernandez Intriago, Luis",Dissertation,Dissertation,May 2019,,Essays on General Equilibrium Impacts of Environmental Regulations on Labor Markets,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Climate; Natural Disasters and Their Management; Global Warming ; Environmental Economics: Government Policy,GEN,,,,,,,,eng,Arizona State University,,,,,,,,,,https://research.ebsco.com/plink/38deb71d-279e-3bda-83d0-2edd941ea11b,,,,
