longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1427463,"Ensuring Safe, Secure and Reliable Shipping in the Arctic Ocean",,20130101,"Deggim, Heike ; Berkman, Paul Arthur ; Vylegzhanin, Alexander N.",Collective Volume Article,Collective Volume Article,2013,,Environmental Security in the Arctic Ocean,"International Agreements and Observance; International Organizations ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Mining, Extraction, and Refining: Hydrocarbon Fuels ; Personnel Economics: Training ; Renewable Resources and Conservation: Fishery; Aquaculture ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Transportation: Demand, Supply, and Congestion; Travel Time; Safety and Accidents; Transportation Noise",CHAP,,978-94-007-4712-8 ; 978-94-007-4751-7,,,,,,eng,Published in cooperation with NATO Emerging Security Challenges Division. NATO Science for Peace and Security Series C: Environmental Security. Dordrecht: Springer,254,241,14,,,,,,,https://research.ebsco.com/plink/ac3dea08-ee2f-3179-b3f5-93c95b40a25b,,,,
EconLit with Full Text,eoh,1563795,Unemployment and Regulatory Policy,,20130101,"Masur, Jonathan S. ; Posner, Eric A. ; Coglianese, Cary ; Finkel, Adam M. ; Carrigan, Christopher",Collective Volume Article,Collective Volume Article,2013,,Does Regulation Kill Jobs?,Externalities ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Wage Level and Structure; Wage Differentials ; Economics of Regulation ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,CHAP,,978-0-8122-4576-9,,,,,,eng,Philadelphia: University of Pennsylvania Press,222,207,16,,,,,,,https://research.ebsco.com/plink/f9303ebe-aa09-39c9-9fac-b12219c832db,,,,
EconLit with Full Text,eoh,1423835,Demography and Pollution,"In this paper, we consider an OG model with endogenous fertility and pollution externalities. We assume that pollution lowers the productivity. In the long run, under dominant income (substitution) effects, a raise in the cost of rearing children, increases (decreases) consumption and decreases (increases) pollution. In the short run, under dominant income effects, a sufficiently low pollution elasticity of labor productivity promotes deterministic cycles through a Hopf bifurcation jointly with expectations-driven fluctuations.",20131201,"Bosi, Stefano ; Desmarchelier, David",Journal Article,Journal Article,December 2013,true,Research in Economics,"Demographic Trends, Macroeconomic Effects, and Forecasts ; Fertility; Family Planning; Child Care; Children; Youth ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",JOUR,,,1090-9443,,,,,eng,,323,316,8,67,4,10.1016/j.rie.2013.07.004,,,,https://research.ebsco.com/plink/dff10bf5-1c96-3f99-b062-0bae6751288b,,,,
EconLit with Full Text,eoh,1807273,Three Essays on International Trade Spillovers,"The geographic agglomerations of exporters affect local economy through several channels. First, manufacturers will be motivated by local export pioneers and learn to start exporting. Destination specific information sharing among exporters would reduce the fixed cost of export and increase the local export propensity. Secondly, spillovers would also help existing exporters to choose profitable foreign markets. Thirdly, in the perspective of externalities, export spillovers may bring negative impact to local environmental condition. Previous literature shows that openness to international markets may aggravate the pollution levels empirically and theoretically, since the relative advantage may lead to some countries' specialization in producing dirty goods. In this essay, we'll study the three topics in the following three chapters, respectively. Chapter one investigates how export spillovers influence firms' entry of new destinations. We study four types of city-destination-specific export spillovers: domestic, foreign, inter- and intra-industry spillovers. Using a matched dataset of China's firm-level trade and survey data over the period of 2000 to 2006, we run conditional logit model and conclude that neighbor's export activities significantly matter for a firm's entry to new markets. In particular, we find: 1) The probability of local exporters entering a particular destination responds positively to neighboring exporters; 2) Intra-industry spillovers are stronger than inter-industry spillovers; 3) For both intra- and inter-industry, domestic firms generate stronger spillovers than their multinational counterparts; 4) More productive firms rely less on neighboring exporter spillovers when entering less favored destinations; and 5) Ordinary trade activities facilitate stronger spillovers than processing trade regime. These findings remain robust after we control for demand side and supply side shocks. Chapter two studies the impact of agglomeration of exporters on firms' choice among export destinations. We implement a rank-ordered logit model of whether a firm preferring to export to a particular foreign market. By using the trade data from Chinese customs for the year 2001 to 2005, the probability of local exporters choosing a certain destination is shown to be positively affected by geographically proximity to other exporters in all measurements. The significance of agglomerations remains robust after including firm characteristics, destination attributes and fixed-effects controlling for the demand and supply side shocks. The last chapter proposes an investigation with a detailed panel data covering 343 Chinese prefecture-level cities to examine variations of pollution arising from international trade due to differences in capital-labor endowment, income, or economic scales or different firm types and trade regimes. We find that the concentration level of sulfur dioxide is highly correlated among regions, and indirectly correlated with neighbors' income level. Moreover, the international trade intensity presents a positive impact to the local pollution for the cities with relatively lower income or higher capital to labor ratio. After control the firm types and trade regimes, we can further specify that processing trade and the trade activities undertaken by foreign firms may propose a positive shock to local pollution through the trade induced effects channel.",20180801,"Wu, Haoyu",Dissertation,Dissertation,August 2018,,Three Essays on International Trade Spillovers,"Empirical Studies of Trade ; Multinational Firms; International Business ; Industry Studies: Manufacturing: General ; Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",GEN,,,,,,,,eng,Clark University,,,,,,,,,,https://research.ebsco.com/plink/25ec1f9a-213e-3ced-bcee-e065b0d6caa8,,,,
EconLit with Full Text,eoh,1801987,Is Population Growth Bad for the Environment?,"The relationship between economic growth and environmental degradation has been central to the debate over sustainable growth. This paper uses utility growth as an index of sustainable growth, which is positively related to economic growth and negatively related to environmental degradation. Skilled and unskilled labor are used in this economy and the population is growing over time, generating growth without scale effects. The pollution growth rate is higher in a decentralized economy, whereas the sustainable growth rate is higher in an economy with a social planner. An increased rate of population growth is associated with a higher sustainable growth rate in both economies. A higher share of skilled labor is associated with a higher sustainable growth rate in a decentralized economy, while the effect of a higher share of skilled labor is ambiguous in an economy with a social planner.",20170701,"Liu, Xiangbo ; Levy, Ting ; Chao, Chi Chur ; Zhang, Mengbo",Journal Article,Journal Article,July 2017,true,B.E. Journal of Economic Analysis and Policy,"Demographic Trends, Macroeconomic Effects, and Forecasts ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Environment and Growth ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",JOUR,,,2194-6108 ; 1935-1682,,,,,eng,,14,1,14,17,3,,,,,https://research.ebsco.com/plink/9b88c4bd-923c-341a-bf07-42d7431e7c66,,,,
EconLit with Full Text,eoh,1102664,"Energy Productivity, Labor Productivity, and Global Warming",,20090101,"Taylor, Lance ; Harris, Jonathan M. ; Goodwin, Neva R.",Collective Volume Article,Collective Volume Article,2009,,Twenty-First Century Macroeconomics: Responding to the Climate Challenge,Human Capital; Skills; Occupational Choice; Labor Productivity ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Energy: Demand and Supply; Prices ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,CHAP,,978-1-84720-848-4,,,,,,eng,"Cheltenham, U.K. and Northampton, Mass.: Elgar",137,127,11,,,,,,,https://research.ebsco.com/plink/c6f1603f-6517-3132-938a-cd157cef3027,,,,
EconLit with Full Text,eoh,1580111,Towards Green Growth: How Does Green Innovation Affect Employment?,"We examine the relationship between green innovation and employment from data taken from the Spanish Technological Innovation Panel (PITEC) for period 2007-2011. The increasing relevance of environmental issues for the Spanish economy, its unemployment problem and the uniqueness in its innovation structure make it a proper and interesting context to investigate green innovation dynamics. We find a positive relationship between green innovation and employment, and the relationship is stronger for firms in the so-called 'dirty' industries. In addition, we show that the relationship is positive for firms that introduce green innovation voluntarily, as compared to firms that introduce green innovation merely to comply with regulations. A positive and significant relationship is also found between employment and firms that report an increase in the degree of importance paid to green innovation.",20160701,"Kunapatarawong, Rasi ; Martinez-Ros, Ester",Journal Article,Journal Article,July 2016,true,Research Policy,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Innovation and Invention: Processes and Incentives ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,JOUR,,,0048-7333,,,,,eng,,1232,1218,15,45,6,,,,,https://research.ebsco.com/plink/c5d39779-0d97-3f2a-9a2b-6fe97551abca,,,,
EconLit with Full Text,eoh,1414185,Environmental Fiscal Reform and Unemployment in Spain,,20120101,"Markandya, Anil ; Gonzalez-Eguino, Mikel ; Escapa, Marta ; Kreiser, Larry ; Yabar Sterling, Ana ; Herrera, Pedro ; Milne, Janet E. ; Ashiabor, Hope",Collective Volume Article,Collective Volume Article,2012,,"Carbon Pricing, Growth and the Environment",General Equilibrium and Disequilibrium: Input-Output Tables and Analysis ; Computable and Other Applied General Equilibrium Models ; Welfare Economics: General ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Informal Economy; Underground Economy ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,CHAP,,978-1-78100-937-6,,,,,,eng,"Critical Issues in Environmental Taxation, vol. 11. Cheltenham, U.K. and Northampton, Mass.: Elgar",16,3,14,,,,,,,https://research.ebsco.com/plink/ced378b6-e49e-38c5-b5c9-fffec2fcb29c,,,,
EconLit with Full Text,eoh,1703699,Air Pollution and Worker Productivity,"Environmental regulations are typically considered to be a drag on the economy. However, improved environmental quality may actually enhance productivity by creating a healthier workforce. Evidence suggests that improvements in air quality lead to improvements in worker productivity across a range of sectors, including agriculture, manufacturing, and the service sectors. These effects also arise at levels of air quality that are below pollution thresholds in countries with the highest levels of environmental regulation. The findings suggest a new approach for understanding the consequences of environmental regulations.",20170101,"Neidell, Matthew",Journal Article,Journal Article,2017,,IZA World of Labor,Human Capital; Skills; Occupational Choice; Labor Productivity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,2054-9571,,,,,eng,,,,,,,,,,,https://research.ebsco.com/plink/375b03fa-9fdb-3292-967d-a5a3cb311a36,,,,
EconLit with Full Text,eoh,1958961,Some Sociological Implications of Environmental Hazards: A Case Study,"To explore sociological implications of environmental hazards arising due to industrial pollution on industrial workers during their work in the environment they work and also to find out whether it affects their social and other associated behaviors in an industrial organization. The study is based on exploratory cum descriptive study design and the cross-sectional data. The analytical sample consists of 500 workers from all three stratified categories--skilled, semi-skilled and unskilled and using univariate analysis method the data has been analyzed. We found that industrial workers are clearly showing their concerns arising due to environmental hazards at their work place and they indicate several implications because of situation in which they work. Majority of sampled workers were found in favour to enhance the level of knowledge of awareness regarding environmental hazards and repercussions.",20100301,"Mishra, Sanjay ; Shukla, Kamlesh Kr. ; Tiwari, Sumil ; Singh, Anjani K.",Journal Article,Journal Article,Spring 2010,,International Journal of Ecological Economics and Statistics,Human Capital; Skills; Occupational Choice; Labor Productivity ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,JOUR,,,0973-1385 ; 0973-7537,,,,,eng,,114,104,11,17,,,,,,https://research.ebsco.com/plink/558a6a15-1acc-36c9-adeb-cadd4627c717,,,,
EconLit with Full Text,eoh,1346519,The Small Corporatist Political Economies as European Socio-economic Model?,,20110101,"Becker, Uwe ; van Kersbergen, Kees ; Becker, Uwe",Collective Volume Article,Collective Volume Article,2011,,The Changing Political Economies of Small West European Countries,"Personal Income, Wealth, and Their Distributions ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; General Outlook and Conditions ; Multinational Firms; International Business ; Mobility, Unemployment, and Vacancies: Public Policy ; Capitalist Systems: Political Economy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",CHAP,,978-90-8964-331-5,,,,,,eng,Changing Welfare States series. Amsterdam: Amsterdam University Press,197,173,25,,,,,,,https://research.ebsco.com/plink/e5201edc-dc30-37e7-b3ed-b4015b3fb796,,,,
